SEASON_YEAR,PLAYER_ID,FIRST_NAME,LAST_NAME,POSITION,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN_FT_IN,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH
2007,12221,Antanas,Kavaliauskas,PF,6' 9'',6' 10.5'',237,6' 10.5'',8' 10.5'',7.7,,
2007,201171,Carl,Landry,PF,6' 7'',6' 8.5'',248,6' 11'',8' 6.5'',7.5,,
2007,201186,Stephane,Lasme,PF,6' 5'',6' 7'',213,7' 2'',8' 11'',4.9,,
2007,201151,Acie,Law,PG,6' 2'',6' 3.5'',186,6' 6.5'',8' 2'',5.6,,
2007,12222,Marko,Lekic,C,6' 9'',6' 10.5'',267,7' 1'',9' 0.5'',11.4,,
2007,12223,Ron,Lewis,SG,6' 2'',6' 4.5'',194,6' 6.5'',8' 3'',4.5,,
2007,201858,Cartier,Martin,SF,6' 4'',6' 6.5'',218,6' 10'',8' 7.5'',5.6,,
2007,201187,Dominic,McGuire,SF,6' 7'',6' 8.25'',220,6' 10.5'',8' 8'',4.7,,
2007,201177,Josh,McRoberts,PF,6' 8'',6' 10'',240,7' 1'',8' 10.5'',13.7,,
2007,201197,Sammy,Mejia,SG,6' 5'',6' 7'',218,6' 11'',8' 9'',8.3,,
2007,12224,Brad,Newley,SG,6' 5'',6' 6.5'',201,6' 8'',8' 6.5'',8.0,,
2007,201193,Demetris,Nichols,SF,6' 6'',6' 7.5'',211,7' 0.25'',8' 9'',6.2,,
2007,201149,Joakim,Noah,PF,6' 10'',7' 0'',223,7' 1.25'',8' 10.5'',4.8,,
2007,201141,Greg,Oden,C,6' 11'',7' 0'',257,7' 4.25'',9' 4'',7.8,,
2007,12225,Ivan,Radenovic,PF,6' 9'',6' 10.75'',226,6' 11.75'',8' 10'',9.8,,
2007,12226,JR,Reynolds,PG,6' 0'',6' 2.75'',188,6' 3.25'',7' 11'',8.2,,
2007,201181,Chris,Richard,PF,6' 7'',6' 8.75'',252,7' 4.5'',9' 2.5'',7.5,,
2007,12227,Dustin,Salisbery,SG,6' 3'',6' 4.75'',208,6' 8'',8' 4.5'',6.6,,
2007,12228,Blake,Schilb,SG,6' 5'',6' 7'',214,6' 9'',8' 6.5'',10.0,,
2007,12229,Renaldas,Seibutis,SG,6' 4'',6' 5.75'',185,6' 8.75'',8' 5'',6.1,,
2007,201196,Ramon,Sessions,PG,6' 2'',6' 3.75'',185,6' 4.25'',8' 1.5'',6.2,,
2007,201203,Mustafa,Shakur,PG,6' 3'',6' 4.5'',185,6' 5.5'',8' 3'',4.1,,
2007,201160,Jason,Smith,PF,6' 10.75'',6' 11.5'',233,6' 10.75'',8' 10'',7.5,,
2007,201199,DJ,Strawberry,SG,6' 3.75'',6' 5'',199,6' 6.5'',8' 5'',4.5,,
2007,201155,Rodney,Stuckey,SG-PG,6' 3.75'',6' 4.5'',207,6' 7.25'',8' 4.5'',6.1,,
2007,12230,Curtis,Sumpter,SF,6' 6'',6' 7.75'',227,6' 9.5'',8' 8'',5.3,,
2007,201180,Yue,Sun,SF,6' 7.75'',6' 8.75'',212,6' 9'',8' 9'',5.1,,
2007,201249,Jamaal,Tatum,PG,5' 11.5'',6' 0.75'',168,6' 2.5'',7' 9.5'',5.0,,
2007,12232,Reyshawn,Terry,SF,6' 6.75'',6' 7.5'',222,6' 10'',8' 7.5'',8.9,,
2007,201154,Al,Thornton,SF,6' 5.75'',6' 7'',221,7' 1'',8' 8'',5.8,,
2007,201229,Anthony,Tolliver,PF,6' 7'',6' 8.5'',242,7' 2.5'',8' 11.5'',5.7,,
2007,12233,Ali,Traore,C-PF,6' 8.75'',6' 9.75'',249,7' 4'',9' 0.5'',12.1,,
2007,12234,Kyle,Visser,C,6' 10'',6' 11.5'',242,6' 11'',9' 0'',10.2,,
2007,201208,Darryl,Watkins,C,6' 8.75'',6' 10.25'',241,7' 3'',9' 2'',6.9,,
2007,12235,Major,Wingate,C,6' 8.5'',6' 10.75'',242,7' 4'',9' 1'',6.7,,
2007,12236,DaShaun,Wood,PG,5' 10.75'',5' 11.5'',167,6' 0.75'',7' 8'',5.4,,
2007,201148,Brandan,Wright,PF,6' 8.75'',6' 10'',200,7' 3.75'',9' 0.5'',5.8,,
2007,201153,Julian,Wright,SF-PF,6' 6.5'',6' 8.5'',211,7' 2.25'',9' 0'',6.1,,
2007,12237,Avis,Wyatt,PF,6' 8.75'',6' 9.5'',212,7' 1'',8' 11'',3.3,,
2007,201146,Jianlian,Yi,,,,,,,,,
2007,201152,Thaddeus,Young,SF,6' 5.75'',6' 7.5'',210,6' 11.5'',8' 10'',4.9,,
2007,201156,Nick,Young,SG-SF,6' 5'',6' 6.75'',206,7' 0'',8' 4.5'',6.8,,
2008,201570,Joe,Alexander,SF-PF,6' 7.25'',6' 8.25'',220,6' 11.5'',8' 10'',5.8,,
2008,201589,Darrell,Arthur,PF,6' 7.5'',6' 8.5'',216,6' 10.75'',8' 11'',7.3,,
2008,201571,D.J.,Augustin,PG,5' 10'',5' 11.5'',171.5,6' 3.5'',7' 10.5'',8.1,,
2008,201573,Jerryd,Bayless,PG-SG,6' 1.75'',6' 3'',204,6' 3.5'',8' 1'',4.7,,
2008,201563,Michael,Beasley,PF-SF,6' 7'',6' 8.25'',239,7' 0.25'',8' 11'',7.7,,
2008,12239,Ramel,Bradley,PG-SG,6' 1.25'',6' 2.25'',184,6' 5'',8' 2'',5.7,,
2008,12240,Tyrone,Brazelton,PG,5' 10'',5' 11'',166,6' 1.75'',7' 10'',8.1,,
2008,12241,Takais,Brown,PF,6' 7.25'',6' 8.5'',252,6' 10'',8' 10'',9.2,,
2008,201812,Keith,Brumbaugh,SF-PF,6' 7.5'',6' 8.75'',190,6' 7.25'',8' 8.5'',4.0,,
2008,201868,Stanley,Burrell,PG,6' 1.5'',6' 2.5'',201,6' 6.25'',8' 1.5'',5.6,,
2008,12242,Brian,Butch,C-PF,6' 9.5'',6' 11'',229.6,6' 11.25'',9' 0'',10.8,,
2008,12243,Jamar,Butler,PG,6' 0.25'',6' 1.5'',182,6' 4.75'',8' 1'',6.0,,
2008,12244,Pat,Calathes,SF-PF,6' 8.75'',6' 9.75'',204,6' 9.75'',8' 10'',7.3,,
2008,12245,Joe,Crawford,SG,6' 3'',6' 4'',213,6' 5.75'',8' 3.5'',7.6,,
2008,12246,Chris,Daniels,C-PF,6' 8.25'',6' 9.5'',256,7' 0.5'',9' 1'',16.1,,
2008,201595,Joey,Dorsey,PF-C,6' 6.25'',6' 7.25'',265,7' 1.75'',8' 11'',9.0,,
2008,12247,Marcus,Dove,SF-PF,6' 6.75'',6' 7.5'',208,6' 11.5'',8' 9'',5.3,,
2008,12248,Josh,Duncan,PF,6' 8'',6' 9'',230,6' 11.5'',8' 8.5'',5.4,,
2008,12249,Frank,Elegar,PF,6' 7.25'',6' 8.75'',210,7' 3.25'',8' 10'',4.5,,
2008,201607,Patrick,Ewing Jr.,SF-PF,6' 6'',6' 7.25'',224,7' 0.25'',8' 1.5'',9.4,,
2008,201814,Gary,Forbes,SG,6' 4.5'',6' 5.75'',220.5,6' 11.25'',8' 8.5'',6.5,,
2008,12250,Shan,Foster,SG,6' 4'',6' 5.25'',194.5,6' 11.5'',8' 7.5'',6.3,,
2008,201592,J.R.,Giddens,SG,6' 4'',6' 4.75'',208,6' 11.25'',8' 7'',5.4,,
2008,12251,James,Gist,PF,6' 7'',6' 8.5'',220,7' 4'',8' 11.5'',4.8,,
2008,12252,Vladimir,Golubovic,C,6' 11.25'',7' 0.25'',258,7' 2.5'',9' 3.5'',6.9,,
2008,201569,Eric,Gordon,SG,6' 2'',6' 3.25'',222,6' 9'',8' 3'',8.2,,
2008,201863,Kentrell,Gransberry,C,6' 6.75'',6' 7.75'',290,6' 10.25'',8' 10'',17.4,,
2008,201590,Donte,Greene,SF-PF,6' 8.25'',6' 9'',221,6' 10'',9' 0'',7.6,,
2008,201612,Malik,Hairston,SG,6' 4.25'',6' 5.25'',204,6' 9'',8' 7.5'',6.9,,
2008,201614,DeVon,Hardin,C-PF,6' 9.5'',6' 10.75'',235,7' 3'',9' 1.5'',5.8,,
2008,201613,Richard,Hendrix,PF,6' 6.75'',6' 8.75'',250,7' 3'',9' 0'',9.2,,
2008,201588,George,Hill,PG,6' 1.25'',6' 2.5'',181,6' 9'',8' 1.5'',3.0,,
2008,12254,Kyle,Hines,SF-PF,6' 3.75'',6' 5.25'',234,7' 1.25'',8' 8.5'',3.6,,
2008,12255,Jiri,Hubalek,C-PF,6' 9.5'',6' 11'',226,6' 10.75'',9' 1'',8.8,,
2008,201991,Lester,Hudson,PG,5' 11.75'',6' 1'',196,6' 8.75'',8' 2.5'',3.4,,
2008,201629,Othello,Hunter,PF-SF,6' 6.5'',6' 7.5'',220,7' 3'',9' 1.5'',6.4,,
2008,201616,Darnell,Jackson,PF,6' 7'',6' 7.75'',240.5,6' 11.25'',8' 10.5'',12.5,,
2008,12256,Shawn,James,PF,6' 7.75'',6' 9'',217,7' 5'',9' 3'',9.2,,
2008,12257,Davon,Jefferson,SF,6' 5.25'',6' 6.5'',213,6' 9.5'',8' 9'',12.0,,
2008,12258,Joseph,Jones,PF,6' 7'',6' 8.5'',240,7' 0.25'',8' 11'',12.2,,
2008,201599,DeAndre,Jordan,C,6' 9.75'',6' 11'',250,7' 6'',9' 5.5'',7.5,,
2008,12253,Sasha,Kaun,C-PF,6' 9'',6' 10.75'',247,7' 4'',9' 2'',9.6,,
2008,12260,Marcelus,Kemp,SG,6' 3'',6' 4.25'',221,6' 8.5'',8' 7.5'',9.0,,
2008,12261,Maarty,Leunen,SF,6' 7.25'',6' 8.5'',222,6' 8'',8' 6.5'',8.9,,
2008,201848,Longar,Longar,C,6' 9'',6' 10'',212.5,7' 1.25'',9' 1.5'',10.6,,
2008,201572,Brook,Lopez,C,6' 11.25'',7' 0.5'',258,7' 5.5'',9' 5'',6.3,,
2008,201567,Kevin,Love,PF,6' 7.75'',6' 9.5'',255,6' 11.25'',8' 10'',12.9,,
2008,12262,Aleks,Maric,C,6' 9.75'',6' 10.75'',273,7' 1'',9' 1.5'',10.1,,
2008,201564,O.J.,Mayo,SG-PG,6' 3.25'',6' 4.25'',200,6' 6'',8' 3.5'',6.3,,
2008,201651,James,Mays,PF,6' 6.75'',6' 7.75'',227,7' 1.75'',8' 9'',8.8,,
2008,201601,Luc,Mbah a Moute,SF,6' 5.75'',6' 7.5'',221,7' 2.5'',8' 7.5'',7.0,,
2008,201580,JaVale,McGee,C-PF,6' 11'',7' 0'',241,7' 6'',9' 6.5'',5.3,,
2008,12263,Drew,Neitzel,PG,5' 11.75'',6' 0.75'',175.5,6' 2.5'',7' 11'',6.2,,
2008,201634,DeMarcus,Nelson,PG-SG,6' 1'',6' 2.25'',198,6' 10'',8' 2.5'',4.5,,
2008,201624,David,Padgett,C-PF,6' 10.25'',6' 11.5'',239.5,7' 1'',9' 1.5'',9.0,,
2008,12264,Jeremy,Pargo,PG,6' 0.5'',6' 1.5'',208,6' 5'',8' 0'',7.6,,
2008,12265,Trent,Plaisted,PF,6' 9.25'',6' 10.25'',240,6' 10.5'',8' 9.5'',11.0,,
2008,12266,Quan,Prowell,SF-PF,6' 6.75'',6' 7.75'',225.5,6' 10.5'',8' 7.5'',6.5,,
2008,12267,Shaun,Pruitt,C-PF,6' 8.25'',6' 9'',242.2,7' 1'',8' 11.5'',13.8,,
2008,201576,Anthony,Randolph,PF-SF,6' 9'',6' 10.25'',197,7' 3'',9' 1'',4.7,,
2008,12268,Charles,Rhodes,PF,6' 7.25'',6' 8.25'',244,6' 11.25'',8' 11.5'',10.7,,
2008,12259,John,Riek,C,6' 10.5'',7' 0'',237,7' 8.75'',,11.0,,
2008,12269,Brian,Roberts,PG,6' 0.25'',6' 1.25'',173,6' 1.25'',7' 11'',3.6,,
2008,201781,Russell,Robinson,PG,6' 0.5'',6' 1.5'',196,6' 8'',8' 4.5'',7.4,,
2008,12270,Richard,Roby,SG-SF,6' 4.25'',6' 5.5'',203,6' 9.75'',8' 8'',9.2,,
2008,201565,Derrick,Rose,PG,6' 1.5'',6' 2.5'',196,6' 8'',8' 2.5'',4.6,,
2008,201606,Sean,Singletary,PG,5' 11'',6' 0'',183.8,6' 4.5'',7' 11'',4.2,,
2008,12271,Ronald,Steele,PG,6' 0.25'',6' 1.5'',183.5,6' 4.25'',8' 1.5'',8.1,,
2008,12272,Bryce,Taylor,SG,6' 2.75'',6' 4.25'',210,6' 9'',8' 3.5'',8.3,,
2008,201446,Mike,Taylor,SG-PG,6' 0.75'',6' 2'',166.2,6' 7.25'',8' 2'',3.8,,
2008,201872,Mark,Tyndale,SG-SF,6' 2.75'',6' 3.5'',217,6' 11'',8' 7.5'',6.7,,
2008,12273,Robert,Vaden,SG,6' 3.5'',6' 4.5'',199,6' 8'',8' 5'',6.2,,
2008,201622,Deron,Washington,SF,6' 5.25'',6' 6.25'',198.5,6' 9'',8' 6.5'',7.2,,
2008,201603,Sonny,Weems,SG-SF,6' 4'',6' 5.5'',193,6' 10'',8' 8'',4.4,,
2008,201566,Russell,Westbrook,PG,6' 2.25'',6' 3.5'',192,6' 7.75'',8' 4'',4.8,,
2008,199,Reggie,Williams,SG,6' 3.25'',6' 4'',199,6' 9.25'',8' 7'',5.3,,
2009,202399,Jeff,Adrien,PF,6' 5.25'',6' 6.5'',236.2,7' 2'',8' 11.5'',7.9,,
2009,201965,Jeff,Ayres,PF,6' 8.75'',6' 10'',239.6,7' 1'',8' 11'',5.5,,
2009,201958,Rodrigue,Beaubois,PG,6' 1.25'',6' 2.25'',182.4,6' 9.75'',8' 4'',7.9,,
2009,201971,DeJuan,Blair,PF,6' 5.25'',6' 6.5'',276.6,7' 2'',8' 10.5'',12.0,,
2009,201974,Derrick,Brown,SF-PF,6' 7.5'',6' 8.5'',224.6,7' 2.5'',8' 11.5'',8.6,,
2009,201978,Chase,Budinger,SF-SG,6' 6.25'',6' 7'',206.4,6' 7'',8' 5'',10.0,,
2009,201960,DeMarre,Carroll,PF-SF,6' 6.25'',6' 7.75'',207.2,6' 10'',8' 9'',6.3,,
2009,201956,Omri,Casspi,SF,6' 7.75'',6' 9.25'',211.2,6' 9.25'',8' 10.5'',8.6,,
2009,12275,Dionte,Christmas,SG,6' 4.25'',6' 5.5'',210.8,6' 9'',8' 6.5'',7.1,,
2009,201947,Earl,Clark,SF-PF,6' 8.5'',6' 10.25'',228.4,7' 2.5'',9' 1.5'',5.2,,
2009,201954,Darren,Collison,PG,6' 0.25'',6' 1.5'',166.2,6' 3'',8' 0.5'',5.7,,
2009,201967,Dante,Cunningham,PF,6' 7'',6' 8.25'',227.4,6' 11'',8' 10.5'',4.8,,
2009,201939,Stephen,Curry,PG-SG,6' 2'',6' 3.25'',181,6' 3.5'',8' 1'',5.7,,
2009,201948,Austin,Daye,SF-PF,6' 9.75'',6' 10.75'',191.8,7' 2.75'',9' 2'',5.5,,
2009,201942,DeMar,DeRozan,SG-SF,6' 5.5'',6' 6.5'',211.2,6' 9'',8' 6.5'',4.9,,
2009,201962,Toney,Douglas,PG,6' 1'',6' 2'',183.4,6' 6'',8' 1.5'',5.2,,
2009,201961,Wayne,Ellington,SG,6' 4.25'',6' 5.25'',202.4,6' 6.5'',8' 4'',5.5,,
2009,201936,Tyreke,Evans,PG-SG,6' 4'',6' 5.25'',220.6,6' 11.25'',8' 8'',7.1,,
2009,201938,Jonny,Flynn,PG,5' 11.25'',6' 0.75'',195.6,6' 4'',7' 11.5'',6.3,,
2009,201959,Taj,Gibson,PF,6' 8.5'',6' 9.75'',214.4,7' 4'',9' 1'',6.6,,
2009,201980,Danny,Green,SG-SF,6' 5.25'',6' 6.5'',208,6' 10'',8' 7'',5.6,,
2009,201933,Blake,Griffin,PF,6' 8.5'',6' 10'',248.4,6' 11.25'',8' 9'',8.2,,
2009,201946,Tyler,Hansbrough,PF,6' 8.25'',6' 9.5'',234.2,6' 11.5'',8' 10'',8.5,,
2009,201935,James,Harden,SG,6' 4'',6' 5.25'',222,6' 10.75'',8' 7.5'',10.1,,
2009,201945,Gerald,Henderson,SG-SF,6' 4'',6' 5'',214.6,6' 10.25'',8' 6.5'',4.4,,
2009,12278,Josh,Heytvelt,PF-C,6' 10'',6' 11'',246.2,7' 1.25'',9' 0'',10.8,,
2009,201941,Jordan,Hill,PF-C,6' 9.25'',6' 10.25'',232.4,7' 1.5'',9' 0'',6.0,,
2009,201950,Jrue,Holiday,PG-SG,6' 3.25'',6' 4.25'',199,6' 7'',8' 4.5'',6.3,,
2009,12279,Joe,Ingles,SF,6' 7.75'',6' 8.25'',209.2,6' 10.25'',8' 9'',10.1,,
2009,201949,James,Johnson,SF-PF,6' 7'',6' 7.75'',257.2,7' 0.75'',8' 9.5'',12.0,,
2009,201951,Ty,Lawson,PG,5' 11.25'',6' 0.5'',196.6,6' 0.75'',7' 10.5'',6.6,,
2009,201953,Eric,Maynor,PG,6' 2.25'',6' 3.25'',163.6,6' 2.5'',8' 1'',5.4,,
2009,12282,Jack,McClinton,SG-PG,5' 11.75'',6' 0.75'',185.2,6' 2.5'',8' 0'',6.2,,
2009,12283,Jerel,McNeal,SG,6' 1.5'',6' 3'',190.4,6' 7.25'',8' 3.5'',5.4,,
2009,201975,Jodie,Meeks,SG,6' 3'',6' 4'',211.4,6' 4.5'',8' 2'',8.0,,
2009,201988,Patty,Mills,PG,5' 11.25'',6' 0.5'',175.4,6' 2'',7' 11'',6.9,,
2009,201957,Byron,Mullens,C,6' 11.75'',7' 1.25'',258.2,7' 1.5'',9' 3'',8.5,,
2009,201985,A.J.,Price,PG,6' 0.5'',6' 2'',192.8,6' 3.75'',8' 1'',12.4,,
2009,12284,Tyler,Smith,SF,6' 5.25'',6' 6'',212,6' 9.75'',8' 8.5'',7.0,,
2009,201969,DaJuan,Summers,SF,6' 7.25'',6' 8.5'',243,7' 0.75'',8' 10.5'',6.6,,
2009,201966,Jermaine,Taylor,SG,6' 3.5'',6' 4.75'',207.4,6' 8.75'',8' 5'',5.8,,
2009,201952,Jeff,Teague,PG,6' 0.25'',6' 1.5'',175.2,6' 7.5'',8' 2.5'',4.5,,
2009,201934,Hasheem,Thabeet,C,7' 1.25'',7' 2.5'',267.2,7' 6.25'',9' 5'',6.7,,
2009,201977,Marcus,Thornton,SG,6' 2.75'',6' 3.75'',194.4,6' 5'',8' 3'',4.8,,
2009,201944,Terrence,Williams,SG-SF,6' 5'',6' 6.25'',213.2,6' 9'',8' 7.5'',5.1,,
2009,201970,Sam,Young,SF-SG,6' 5.25'',6' 6.75'',222.8,6' 10.75'',8' 9.5'',4.9,,
2010,202374,Solomon,Alabi,C,6' 11.5'',7' 0.75'',237.4,7' 5'',9' 5'',5.0,9.25,9.25
2010,202332,Cole,Aldrich,C,6' 9'',6' 11.25'',236,7' 4.75'',9' 3.5'',8.5,9.0,9.25
2010,202329,Al-Farouq,Aminu,SF,6' 7.25'',6' 8.5'',216,7' 3.25'',9' 0.5'',8.2,9.5,9.5
2010,202341,James,Anderson,SF,6' 4.75'',6' 5.75'',207.6,6' 8.5'',8' 8'',7.9,8.5,7.25
2010,202337,Luke,Babbitt,SF-PF,6' 7.5'',6' 8.75'',217.8,6' 11.25'',8' 8.5'',5.6,8.5,10.0
2010,202339,Eric,Bledsoe,PG,6' 0.25'',6' 1.5'',191.6,6' 7.5'',8' 2'',5.6,8.5,9.75
2010,202344,Trevor,Booker,PF,6' 6.25'',6' 7.5'',235.8,6' 9.75'',8' 10'',7.3,9.0,9.5
2010,202342,Craig,Brackins,PF-SF,6' 8.5'',6' 9.75'',229,7' 0'',9' 1'',7.9,9.5,11.25
2010,202340,Avery,Bradley,SG-PG,6' 2'',6' 3.25'',180.4,6' 7.25'',8' 2.5'',4.0,8.25,9.5
2010,202382,Derrick,Caracter,PF,6' 8.25'',6' 9.5'',280,7' 0.25'',8' 11.5'',12.8,9.0,10.25
2010,202395,Sherron,Collins,PG,5' 10.25'',5' 11.75'',217.2,6' 2.5'',7' 10'',9.2,8.5,9.5
2010,202326,DeMarcus,Cousins,C,6' 9.5'',6' 10.75'',291.8,7' 5.75'',9' 5'',16.4,9.25,10.0
2010,202348,Jordan,Crawford,SG,6' 3'',6' 4.5'',198.4,6' 7'',8' 5'',4.9,8.0,9.0
2010,202334,Ed,Davis,PF,6' 9'',6' 9.75'',226.6,7' 0'',9' 0'',10.0,9.25,10.0
2010,202365,Devin,Ebanks,SF,6' 7'',6' 8.25'',207.8,7' 0.25'',8' 11.5'',7.9,8.25,9.0
2010,202324,Derrick,Favors,PF,6' 8.75'',6' 10.25'',245.2,7' 4'',9' 2'',6.5,8.75,9.25
2010,12316,Keith,Gallon,PF-C,6' 8.5'',6' 9.5'',301.8,7' 4.5'',9' 1.5'',15.1,9.25,10.5
2010,12317,Charles,Garcia,SF,6' 8.25'',6' 9.25'',231.6,7' 1.75'',8' 11.5'',7.0,8.75,9.0
2010,202331,Paul,George,SF,6' 7.75'',6' 8.75'',214.4,6' 11.25'',8' 11'',5.0,8.5,9.0
2010,202376,Luke,Harangody,PF,6' 6'',6' 7.75'',240.2,6' 9.5'',8' 10'',11.1,8.75,9.75
2010,202412,Manny,Harris,SG,6' 4'',6' 5.5'',185.1,6' 7.25'',8' 6'',3.8,8.5,9.0
2010,202330,Gordon,Hayward,SF,6' 6.75'',6' 8'',211,6' 7.75'',8' 7'',6.9,8.5,9.25
2010,202351,Lazar,Hayward,SG-SF,6' 4.5'',6' 5.75'',225.8,7' 0.75'',8' 6'',7.5,9.25,9.5
2010,202333,Xavier,Henry,SG,6' 5.25'',6' 6.5'',210.2,6' 11.25'',8' 9'',4.7,8.75,10.0
2010,202359,Darington,Hobson,SG-SF,6' 5.25'',6' 6.5'',203.6,6' 9.25'',8' 8.5'',6.2,8.25,9.0
2010,202345,Damion,James,SF,6' 6.25'',6' 7.75'',226.6,7' 0.75'',8' 11'',9.6,9.25,8.5
2010,202325,Wesley,Johnson,SF,6' 6.25'',6' 7.25'',206.4,7' 1'',8' 10'',4.6,9.0,9.5
2010,202356,Armon,Johnson,PG-SG,6' 2'',6' 3.25'',195.2,6' 8'',8' 3.5'',5.6,8.25,9.25
2010,202346,Dominique,Jones,SG,6' 3.25'',6' 5'',216,6' 9.25'',8' 5'',5.9,9.0,10.25
2010,12329,Jerome,Jordan,C,6' 11.5'',7' 0.75'',244.2,7' 5.25'',9' 5'',6.9,9.0,10.25
2010,12330,Sylven,Landesberg,SG,6' 4.75'',6' 6.25'',210,6' 9'',8' 4.5'',11.6,8.75,10.75
2010,202371,Gani,Lawal,PF,6' 7.5'',6' 9'',233.4,7' 0'',8' 11.5'',6.3,8.5,10.0
2010,202328,Greg,Monroe,PF-C,6' 9.75'',6' 11'',246.6,7' 2.25'',9' 0.5'',11.2,8.75,9.5
2010,202350,Daniel,Orton,C,6' 8.75'',6' 9.5'',269.2,7' 4.25'',9' 2.5'',13.8,8.5,9.75
2010,12334,Artsiom,Parakhouski,C,6' 10.25'',6' 11.75'',268.2,7' 1'',9' 1.5'',6.0,9.0,10.5
2010,202335,Patrick,Patterson,PF,6' 8'',6' 9.25'',239.6,7' 1.25'',8' 11'',5.3,9.25,10.25
2010,202354,Dexter,Pittman,PF-C,6' 9.5'',6' 11.5'',302.6,7' 6'',9' 3'',20.8,10.25,10.5
2010,202360,Andy,Rautins,SG,6' 4.25'',6' 5'',191.6,6' 7'',8' 4'',6.2,8.0,9.75
2010,12338,Ryan,Richards,PF,6' 10.5'',6' 11.75'',230.2,7' 1.5'',9' 2'',8.0,9.0,9.75
2010,202383,Stanley,Robinson,SF,6' 6.5'',6' 7.75'',213.2,7' 0'',8' 11.5'',8.3,9.0,9.0
2010,202336,Larry,Sanders,PF-C,6' 9.25'',6' 10.5'',222.4,7' 5.75'',9' 4'',4.6,9.75,11.0
2010,12341,Jon,Scheyer,PG-SG,6' 4.75'',6' 6'',180,6' 3.25'',8' 3'',5.4,7.75,9.5
2010,202362,Lance,Stephenson,SG,6' 4.5'',6' 5.75'',227,6' 10.5'',8' 7'',9.3,9.0,10.25
2010,12343,Mikhail,Torrance,PG,6' 4'',6' 5'',208.8,6' 7.5'',8' 7'',7.0,8.75,9.5
2010,202323,Evan,Turner,SG,6' 5.75'',6' 7'',213.8,6' 8'',8' 7.5'',8.6,8.75,9.5
2010,202327,Ekpe,Udoh,PF,6' 8.75'',6' 9.75'',237.4,7' 4.5'',8' 10.5'',8.0,9.5,8.75
2010,12346,Jarvis,Varnado,PF-C,6' 8.25'',6' 10'',210.2,7' 3.5'',9' 1.5'',9.5,9.25,9.5
2010,202349,Greivis,Vasquez,PG-SG,6' 5'',6' 6.5'',210.8,6' 7'',8' 5'',8.6,7.75,9.25
2010,202322,John,Wall,PG,6' 2.75'',6' 4'',195.6,6' 9.25'',8' 5.5'',5.6,8.25,9.5
2010,202378,Willie,Warren,SG-PG,6' 2.5'',6' 3.75'',208.4,6' 6'',8' 3.5'',7.6,8.5,9.5
2010,202358,Terrico,White,SG-PG,6' 3.75'',6' 5'',202.6,6' 9'',8' 5'',3.7,9.0,10.5
2010,202355,Hassan,Whiteside,C-PF,6' 10.5'',6' 11.5'',226.6,7' 7'',9' 5'',5.5,8.25,10.25
2011,202728,Keith,Benson,C-PF,6' 10'',6' 11'',217,7' 3.75'',9' 1.5'',6.1,9.5,11.0
2011,202705,Marshon,Brooks,SG,6' 4.25'',6' 5.25'',194.6,7' 1'',8' 5'',5.2,9.0,10.5
2011,202692,Alec,Burks,SG,6' 5'',6' 6'',192.6,6' 10'',8' 7.5'',5.1,9.0,8.25
2011,202710,Jimmy,Butler,SF,6' 6'',6' 7.75'',222.2,6' 7.5'',8' 5.5'',5.4,9.0,9.0
2011,202708,Norris,Cole,PG,6' 0.25'',6' 1.75'',174.4,6' 2.25'',7' 11.5'',4.7,8.5,9.5
2011,202739,Jon,Diebler,SG,6' 5.25'',6' 6.5'',196.6,6' 6'',8' 3'',8.5,8.25,8.25
2011,12406,Michael,Dunigan,PF-C,6' 8.5'',6' 10'',237.6,7' 3.25'',8' 11.5'',8.0,9.0,10.75
2011,12407,LaceDarius,Dunn,SG,6' 3'',6' 4'',187.8,6' 6.25'',8' 5'',5.5,9.0,10.25
2011,202702,Kenneth,Faried,PF,6' 6'',6' 7.5'',224.6,7' 0'',9' 0'',6.3,8.5,10.25
2011,12409,James,Fredette,PG,6' 0.75'',6' 2.5'',196,6' 4.5'',8' 0.5'',7.7,8.0,8.5
2011,202726,Andrew,Goudelock,PG,6' 1.25'',6' 2.75'',197.6,6' 4.25'',8' 0.5'',9.9,8.25,9.25
2011,202706,Jordan,Hamilton,SF,6' 6.75'',6' 8.5'',228.4,6' 9.5'',8' 8'',9.8,9.0,9.25
2011,202712,Justin,Harper,PF-SF,6' 8'',6' 8.75'',228,6' 11.75'',8' 10'',4.0,9.0,9.25
2011,202699,Tobias,Harris,SF-PF,6' 6.5'',6' 7.75'',222.8,6' 11'',8' 7.5'',8.4,8.75,9.0
2011,202715,Tyler,Honeycutt,SF,6' 6.75'',6' 8.25'',186.8,6' 9'',8' 9'',5.3,8.5,9.5
2011,12415,Scotty,Hopson,SG,6' 5.75'',6' 6.5'',204.6,6' 10.5'',8' 7.5'',4.8,8.5,10.0
2011,202681,Kyrie,Irving,PG,6' 1.75'',6' 3.5'',191,6' 4'',8' 3'',10.2,8.25,9.25
2011,12417,Rick,Jackson,PF,6' 8.25'',6' 9.25'',241.8,7' 2'',8' 10.5'',8.3,8.75,9.5
2011,202724,Charles,Jenkins,PG-SG,6' 1.5'',6' 3.25'',216.4,6' 7.5'',8' 0.5'',4.3,8.5,9.0
