SEASON_YEAR,PLAYER_ID,FIRST_NAME,LAST_NAME,POSITION,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN_FT_IN,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH
2004,2732,Ben,Gordon,PG-SG,6' 1'',6' 2.25'',192,6' 8.5'',8' 3'',5.3,,
2004,2734,Devin,Harris,PG,6' 1.75'',6' 3'',170,6' 7.5'',8' 2.5'',5.3,,
2004,2730,Dwight,Howard,PF-C,6' 9'',6' 10.25'',240,7' 4.5'',9' 3.5'',10.5,,
2004,12179,Rolando,Howell,PF,6' 7.5'',6' 8.5'',229,7' 0.5'',8' 11'',11.7,,
2004,2743,Kris,Humphries,PF,6' 8.25'',6' 9.5'',238,7' 0.5'',8' 10.5'',6.7,,
2004,2738,Andre,Iguodala,SG-SF,6' 5.75'',6' 6.75'',217,6' 11'',8' 9.5'',6.7,,
2004,12180,Martin,Iti,C-PF,6' 8.5'',6' 9.75'',233,7' 5'',9' 3.5'',10.5,,
2004,2739,Luke,Jackson,SF-SG,6' 6'',6' 7'',212,6' 8.5'',8' 7'',8.0,,
2004,2744,Al,Jefferson,PF-SF,6' 8.5'',6' 9.75'',263,7' 2.5'',9' 2'',10.5,,
2004,2865,Arthur,Johnson,PF-C,6' 7'',6' 8.5'',262,7' 3'',9' 1'',16.3,,
2004,12181,Ivan,Koljevic,PG,6' 1'',6' 2'',172,6' 2.5'',7' 11'',6.7,,
2004,12182,Herve,Lamizana,SF-PF,6' 7.5'',6' 8.5'',210,7' 1.5'',8' 11'',6.7,,
2004,2778,Sergei,Lishouk,PF-SF,6' 10.25'',6' 11.5'',244,7' 0'',9' 1.5'',10.5,,
2004,2733,Shaun,Livingston,PG-SG,6' 6.25'',6' 7.5'',186,6' 11'',8' 9.5'',6.7,,
2004,12184,Jaime,Lloreda,PF,6' 6.75'',6' 8.5'',247,6' 9.5'',8' 11'',9.9,,
2004,12000,Bryant,Matthews,SF-SG,6' 5.75'',6' 6.75'',206,7' 0.5'',8' 9.5'',6.7,,
2004,12001,Marcus,Melvin,SF-PF,6' 6.75'',6' 8.5'',241,7' 0'',8' 9.5'',10.5,,
2004,2822,Rich,Melzer,PF-SF,6' 7.5'',6' 8.75'',229,7' 2'',8' 11'',12.4,,
2004,2777,Ricky,Minard,PG-SG,6' 3.25'',6' 4.25'',198,6' 7'',8' 5.5'',8.0,,
2004,12002,James,Moore,PF-SF,6' 6.5'',6' 8'',198,7' 0.5'',8' 11'',8.0,,
2004,12003,Marcus,Moore,PG-SG,6' 4'',6' 5.25'',202,6' 9'',8' 5.5'',14.8,,
2004,12004,Michel,Morandais,SG-SF,6' 3.75'',6' 4.75'',205,6' 11.5'',8' 6'',8.6,,
2004,2749,Jameer,Nelson,PG,5' 11'',6' 0.5'',199,6' 2.5'',7' 11'',8.0,,
2004,12005,Misan,Nikagbatse,SG-PG,6' 3.5'',6' 4.75'',223,6' 10'',8' 6'',12.9,,
2004,2731,Emeka,Okafor,C-PF,6' 8.75'',6' 10'',257,7' 4'',9' 2.5'',5.3,,
2004,12006,Randall,Orr,PF-SF,6' 9'',6' 10.75'',193,6' 10.5'',8' 11.5'',6.7,,
2004,12007,Dylan,Page,SF,6' 7.5'',6' 8.75'',239,6' 7'',8' 9'',12.3,,
2004,-1,Drago,Pasalic,PF,6' 9.25'',6' 10.75'',231,6' 11.5'',9' 0'',12.9,,
2004,12008,Rickey,Paulding,SG,6' 2.75'',6' 4'',210,6' 9.5'',8' 5.5'',5.3,,
2004,12009,Kelvin,Pena,SG-PG,6' 2.25'',6' 3.25'',182,6' 6.5'',8' 3.5'',8.6,,
2004,2773,Tim,Pickett,PG-SG,6' 3'',6' 4.25'',207,6' 7.5'',8' 4.5'',6.0,,
2004,12010,Omar,Quintero,PG,5' 9.75'',5' 11.25'',170,5' 11.5'',7' 8.5'',14.1,,
2004,2762,Peter,Ramos,C,7' 1.75'',7' 3.25'',266,7' 5.5'',9' 3.5'',6.7,,
2004,2876,Jared,Reiner,C-PF,6' 10'',6' 11.75'',246,7' 0.5'',9' 1'',12.9,,
2004,101160,Lawrence,Roberts,PF,6' 7.5'',6' 9'',233,6' 9.5'',8' 10.5'',9.3,,
2004,2774,Bernard,Robinson,SG-SF,6' 5.25'',6' 6.5'',208,6' 10'',8' 6'',6.0,,
2004,101126,Nate,Robinson,PG,5' 7.75'',5' 9'',181,6' 1'',7' 7.5'',6.7,,
2004,12011,Aerick,Sanders,PF,6' 6.5'',6' 7.5'',205,6' 11.5'',8' 10'',6.7,,
2004,2781,Romain,Sato,SG,6' 2'',6' 3.25'',204,6' 11'',8' 6.5'',6.0,,
2004,12012,Blagota,Sekulic,SF-PF,6' 9.25'',6' 10.5'',234,6' 11'',8' 11'',9.3,,
2004,2746,Josh,Smith,SG-SF,6' 7'',6' 8.25'',221,7' 0'',8' 10.5'',6.7,,
2004,2747,J.R.,Smith,SG-SF,6' 5.5'',6' 6.75'',227,6' 10'',8' 8'',6.7,,
2004,2745,Kirk,Snyder,SG-SF,6' 6'',6' 6.75'',228,6' 9'',8' 8'',9.3,,
2004,2776,Pape,Sow,PF-C,6' 8.5'',6' 10'',233,7' 2'',9' 0.5'',9.3,,
2004,12014,Tiago,Splitter,C-PF,6' 10.25'',6' 11.75'',233,7' 2'',9' 1.5'',5.3,,
2004,12015,Blake,Stepp,PG,,,,,,8.0,,
2004,12016,Tom,Timmerrmans,PF-C,6' 10.5'',6' 11.5'',272,6' 11'',8' 11.5'',15.2,,
2004,12296,Marko,Tomas,SG-PG,6' 6.5'',6' 7.75'',198,6' 7'',8' 7.5'',9.3,,
2004,2757,Beno,Udrih,PG,6' 2.5'',6' 3.75'',199,6' 4.5'',8' 2'',9.3,,
2004,2761,Jackson,Vroman,PF-C,6' 9.25'',6' 10.75'',226,7' 0'',8' 9.5'',6.7,,
2004,2753,Delonte,West,PG-SG,6' 1.5'',6' 2.75'',183,6' 6'',8' 3.5'',6.7,,
2004,2863,Damien,Wilkins,SG-SF,6' 4.5'',6' 6'',222,7' 0'',8' 10'',7.3,,
2004,12292,Mike,Williams,SF,6' 5.5'',6' 6.5'',197,6' 11.5'',8' 9.5'',9.3,,
2004,12293,Nate,Williams,PF-SF,6' 8.5'',6' 10'',240,7' 1.5'',9' 1.5'',12.4,,
2004,12294,Rashad,Wright,PG,6' 0.5'',6' 1.75'',190,6' 10'',8' 2.5'',8.0,,
2005,101165,Alex,Acker,SG,6' 3.75'',6' 4.75'',183,7' 0'',8' 6.5'',,,
2005,101224,Deji,Akindele,C-PF,6' 9.5'',6' 11'',236.4,7' 3'',9' 0.5'',,,
2005,200969,Mustafa,Al-Sayyad,PF-C,,,,,,,,
2005,12104,Nemanja,Aleksandrov,PF-SF,6' 10'',7' 0'',220.6,6' 11'',9' 2'',,,
2005,101187,Alan,Anderson,SG-SF,6' 4.5'',6' 6'',223.2,6' 9.5'',8' 8'',,,
2005,101149,Martynas,Andriuskevicius,C-PF,7' 1.25'',7' 3'',227.8,6' 11.25'',9' 4.5'',,,
2005,101252,Sean,Banks,SF,6' 5.75'',6' 7'',206.4,7' 1'',9' 0'',,,
2005,101188,Eddie,Basden,SG-SF,6' 4.25'',6' 5.5'',210,6' 10.25'',8' 5'',,,
2005,12105,Mike,Bell,SF-PF,6' 8.75'',6' 9.25'',206.2,7' 1.5'',8' 8.5'',,,
2005,101106,Andrew,Bogut,C-PF,6' 11'',7' 0.25'',250.6,7' 3'',9' 2.5'',,,
2005,200793,Dee,Brown,PG-SG,5' 11'',6' 0'',179,6' 2'',7' 10'',,,
2005,101198,Will,Bynum,PG-SG,5' 10.5'',5' 11.5'',188.8,6' 3.5'',7' 9'',,,
2005,12106,Marcus,Campbell,C,6' 10.25'',7' 0.25'',280.4,7' 6'',9' 6'',,,
2005,101215,Will,Conroy,PG,6' 1'',6' 2'',188.6,6' 3'',8' 0.5'',,,
2005,12107,Taylor,Coppenrath,PF-SF,6' 7.75'',6' 9.25'',252.4,6' 11.5'',8' 10.5'',,,
2005,101143,Travis,Diener,PG-SG,5' 11.75'',6' 1'',165.2,5' 11.75'',7' 9.5'',,,
2005,101113,Ike,Diogu,PF,6' 6.5'',6' 8'',255.4,7' 3.5'',9' 1'',,,
2005,12108,Daryl,Dorsey,PG,5' 11.25'',6' 0.5'',160.8,5' 11.5'',7' 10'',,,
2005,101145,Monta,Ellis,SG-PG,6' 2.25'',6' 3.25'',176.6,6' 2.75'',8' 2'',,,
2005,101109,Raymond,Felton,PG,5' 11.5'',6' 0.25'',199.4,6' 4.25'',8' 2'',,,
2005,201164,Rudy,Fernandez,SG,6' 4.75'',6' 6'',172,6' 7.5'',8' 5.5'',,,
2005,12109,D'Or,Fischer,C-PF,6' 9.25'',6' 10.5'',242.4,7' 6'',9' 2.5'',,,
2005,12110,Eddy,Fobbs,C-PF,6' 10.25'',6' 11.25'',235.2,7' 6.75'',9' 3.5'',,,
2005,101213,Sharrod,Ford,PF,6' 7.25'',6' 8.25'',212.8,7' 1.5'',8' 10'',,,
2005,101112,Channing,Frye,PF-C,6' 9.5'',6' 10.5'',243.6,7' 2.5'',9' 2.5'',,,
2005,101184,Deng,Gai,PF-C,6' 7.75'',6' 9.25'',214,7' 4.5'',9' 2.5'',,,
2005,101128,Francisco,Garcia,SF-SG,6' 5.75'',6' 7'',189.6,6' 10.75'',8' 7'',,,
2005,12111,John,Gilchrist,PG,6' 1.25'',6' 2.5'',195.2,6' 9.25'',8' 0.5'',,,
2005,101162,Marcin,Gortat,PF-C,6' 11'',7' 0'',225.2,7' 3.5'',9' 2'',,,
2005,101121,Joey,Graham,SF,6' 5.25'',6' 6.5'',216.6,6' 8'',8' 8'',,,
2005,101122,Danny,Granger,,6' 7.5'',6' 8.5'',225.4,7' 1.5'',8' 7'',,,
2005,101123,Gerald,Green,SF,6' 6'',6' 7.25'',192,6' 9.75'',8' 8'',,,
2005,101236,Charles,Hayes,SF-PF,6' 5.5'',6' 6.75'',232.4,6' 10'',8' 8.5'',,,
2005,101129,Luther,Head,PG-SG,6' 2'',6' 3'',178.8,6' 5.25'',8' 2.5'',,,
2005,101125,Julius,Hodge,SG-SF,6' 6'',6' 7'',202.2,7' 0.5'',8' 11.5'',,,
2005,12112,Jared,Homan,C-PF,6' 7.75'',6' 8.75'',248.2,7' 1.25'',8' 8.5'',,,
2005,101141,Ersan,Ilyasova,SF,6' 7.75'',6' 9'',208.8,7' 1.25'',9' 1.5'',,,
2005,101127,Jarrett,Jack,PG,6' 2.5'',6' 3.5'',197.6,6' 7.5'',8' 4'',,,
2005,101204,Dwayne,Jones,C-PF,6' 8.5'',6' 10'',242.2,7' 2.75'',9' 0.5'',,,
2005,12113,Mindaugas,Katelynas,SF-PF,6' 7.5'',6' 8.5'',217,6' 11'',8' 9.5'',,,
2005,201318,Jason,Klotz,C-PF,6' 8.5'',6' 9.75'',249.4,6' 10'',8' 11.5'',,,
2005,-1,Carl,Krauser,PG-SG,5' 11.5'',6' 0.75'',193.4,6' 5.5'',8' 2.5'',,,
2005,101247,Keith,Langford,SG-SF,6' 2.25'',6' 3.5'',203.2,6' 9'',8' 5'',,,
2005,101135,David,Lee,PF,6' 7.75'',6' 9'',229.5,7' 0'',8' 10.5'',,,
2005,12114,David,Lucas,PF,6' 6.5'',6' 7.75'',233.4,7' 0'',8' 7.5'',,,
2005,101249,John,Lucas III,PG,5' 9.25'',5' 10.5'',154.4,6' 0'',7' 8'',,,
2005,101185,Rawle,Marshall,SG-SF,6' 4.5'',6' 5.75'',186.6,7' 1'',8' 8'',,,
2005,101131,Jason,Maxiell,PF,6' 5'',6' 6.25'',257.6,7' 3.25'',8' 11'',,,
2005,101118,Sean,May,PF,6' 7'',6' 8.5'',258.8,7' 1.25'',8' 9'',,,
2005,101119,Rashad,McCants,SG,6' 2.75'',6' 4'',201,6' 10.75'',8' 7.5'',,,
2005,200829,Ivan,McFarlin,PF,6' 5.5'',6' 6.75'',228.6,6' 9'',8' 9.5'',,,
2005,12115,Juan,Mendez,PF-SF,6' 5.25'',6' 6.75'',231.4,7' 0'',8' 10.5'',,,
2005,101223,Aaron,Miles,PG,6' 0'',6' 1.5'',174.6,6' 3.5'',7' 10'',,,
2005,12116,Ellis,Myles,PF,6' 6'',6' 7.25'',255.2,6' 9.75'',8' 9.5'',,,
2005,12117,Larry,O'Bannon,SG,6' 3'',6' 4.25'',196,6' 6'',8' 3.5'',,,
2005,12118,Drago,Pasalic,SF-PF,6' 9.5'',6' 11'',238.8,6' 11.75'',9' 0.5'',,,
2005,101108,Chris,Paul,PG,5' 11.75'',6' 1'',178,6' 4.25'',7' 9'',,,
2005,200819,Kevin,Pittsnogle,PF,6' 9.25'',6' 10.25'',259.2,6' 10.5'',8' 10'',,,
2005,101232,Roger,Powell,SF,6' 4.75'',6' 6'',218.6,6' 11.5'',8' 8'',,,
2005,201225,Carlos,Powell,SF-PF,6' 5.25'',6' 6.75'',221.8,6' 10.75'',8' 9'',,,
2005,101179,Ronnie,Price,PG,6' 0.75'',6' 2.25'',184.8,6' 5.5'',8' 0.5'',,,
2005,101194,Anthony,Roberson,PG,6' 0.75'',6' 2.5'',178.8,6' 2.75'',7' 11'',,,
2005,201575,Brandon,Rush,SG-SF,6' 5'',6' 6.5'',211.4,6' 11.25'',8' 8.5'',,,
2005,101195,Luke,Schenscher,C,6' 11.75'',7' 1.5'',241.6,7' 5'',9' 3.5'',,,
2005,101134,Wayne,Simien,PF,6' 7.25'',6' 9'',255.8,7' 0'',8' 11'',,,
2005,12120,Tre,Simmons,SG-SF,6' 4'',6' 5'',194.2,6' 7.5'',8' 6.5'',,,
2005,12121,David,Simon,C-PF,6' 8'',6' 9.5'',258.8,7' 3.5'',9' 0'',,,
2005,101147,Chris,Taft,PF,6' 8.5'',6' 9.5'',261,7' 1.75'',9' 1'',,,
2005,12119,Omar,Thomas,SF-SG,6' 3.25'',6' 4.5'',200,6' 8'',8' 6'',,,
2005,12122,Chris,Thomas,PG,5' 11.75'',6' 1'',176.2,6' 3'',7' 11'',,,
2005,101159,Dijon,Thompson,SF-SG,6' 6.25'',6' 8'',195.8,6' 9.75'',8' 9.5'',,,
2005,101142,Ronny,Turiaf,PF,6' 8'',6' 9.25'',237.8,7' 1.5'',8' 10.5'',,,
2005,101111,Charlie,Villanueva,PF-SF,6' 9'',6' 9.5'',236.6,7' 0.25'',9' 1'',,,
2005,101124,Hakim,Warrick,PF-SF,6' 7.25'',6' 8.5'',215,7' 2'',9' 0'',,,
2005,101110,Martell,Webster,SF,6' 6'',6' 7.5'',229.6,6' 11'',8' 10'',,,
2005,101156,Robert,Whaley,PF-C,6' 8'',6' 9'',269.4,7' 2'',9' 0'',,,
2005,101107,Marvin,Williams,PF-SF,6' 7'',6' 8.25'',228.2,7' 3.5'',9' 0'',,,
2005,101114,Deron,Williams,PG,6' 1.75'',6' 2.75'',202.4,6' 6.25'',8' 2'',,,
2005,101214,Jawad,Williams,SF,6' 7'',6' 8'',218,7' 1.25'',8' 10.5'',,,
2005,101120,Antoine,Wright,SF-SG,6' 5.25'',6' 6.25'',202.6,6' 8.75'',8' 8.5'',,,
2005,101152,Bracey,Wright,SG-PG,6' 1.25'',6' 2.5'',186.8,6' 10'',8' 4.5'',,,
2006,12123,Kenny,Adeleke,PF-C,6' 6.5'',6' 7.75'',250,6' 10.25'',8' 8'',10.5,,
2006,200772,Maurice,Ager,SG-PG,6' 3.25'',6' 4.5'',203,6' 7.75'',8' 5.5'',8.0,,
2006,200746,LaMarcus,Aldridge,PF-C,6' 10'',6' 11.25'',234,7' 4.75'',9' 2'',8.7,,
2006,201165,Morris,Almond,SG-SF,6' 4.75'',6' 6'',214,6' 10'',8' 6.5'',6.9,,
2006,200811,Lou,Amundson,PF,6' 7.2'',6' 8'',221,6' 11.5'',8' 7.5'',6.8,,
2006,202151,Rashad,Anderson,SG,6' 3.25'',6' 4.5'',224,6' 7'',8' 4'',17.3,,
2006,200756,Hilton,Armstrong,C-PF,6' 9.5'',6' 10.25'',240,7' 4'',9' 1'',6.3,,
2006,200788,James,Augustine,PF,6' 8.25'',6' 9.75'',227,7' 0.25'',8' 8'',5.5,,
2006,200764,Renaldo,Balkman,SF-PF,6' 5.25'',6' 6.5'',206,7' 1'',8' 8.5'',4.9,,
2006,12124,J.P.,Batista,PF,6' 7.5'',6' 8.5'',265,6' 10'',8' 7.5'',12.0,,
2006,200807,Will,Blalock,PG,5' 11.25'',6' 0.5'',194,6' 6'',8' 0.5'',7.2,,
2006,200847,Brandon,Bowman,SF,6' 6.75'',6' 8.25'',209,6' 11.5'',8' 7'',8.4,,
2006,200758,Ronnie,Brewer,SG-PG,6' 5.75'',6' 6.75'',223,6' 11.25'',8' 7.5'',5.0,,
2006,200787,Denham,Brown,SG-SF,6' 4'',6' 5'',218,6' 9.5'',8' 6.5'',9.0,,
2006,12125,Brad,Buckman,PF,6' 7.25'',6' 8.75'',238,7' 0'',8' 11.5'',10.5,,
2006,12126,Nik,Caner-Medley,SF,6' 6.5'',6' 8'',234,6' 9'',8' 7'',9.6,,
2006,200760,Rodney,Carney,SG-SF,6' 4.5'',6' 5.75'',204,6' 10'',8' 7.5'',5.3,,
2006,12127,Keydren,Clark,PG,5' 9'',5' 10.25'',184,6' 2.5'',7' 8.5'',11.6,,
2006,200776,Mardy,Collins,PG-SG,6' 4.25'',6' 5.5'',224,6' 10'',8' 7'',10.0,,
2006,12128,Taquan,Dean,SG-PG,6' 2'',6' 3'',183,6' 6.75'',8' 2'',3.9,,
2006,12129,Terence,Dials,PF-C,6' 7.75'',6' 9'',253,7' 0'',8' 10'',15.8,,
2006,12130,Sean,Dockery,PG-SG,6' 0.75'',6' 2'',182,6' 4.5'',7' 11.5'',7.3,,
2006,200770,Jordan,Farmar,PG,6' 0.75'',6' 2'',171,6' 3'',7' 10.5'',4.4,,
2006,200751,Randy,Foye,SG-PG,6' 2.25'',6' 3.25'',212,6' 6.25'',8' 1'',10.0,,
2006,12185,Torin,Francis,PF-C,6' 9'',6' 10'',247,7' 1'',8' 9.5'',12.4,,
2006,200752,Rudy,Gay,SF-PF,6' 7'',6' 8'',222,7' 3'',8' 11.5'',5.7,,
2006,12186,Nick,George,SF-SG,6' 4'',6' 5.75'',201,6' 10'',8' 7'',6.0,,
2006,12187,Taj,Gray,PF-SF,6' 7.25'',6' 8.5'',231,7' 0.75'',8' 11'',6.8,,
2006,12188,Dan,Grunfeld,SF-SG,6' 4.75'',6' 6'',216,6' 6.25'',8' 3'',10.4,,
2006,12189,Matt,Haryasz,PF-C,6' 9.75'',6' 11'',219,7' 0.25'',8' 11.5'',9.8,,
2006,12190,Eric,Hicks,PF,6' 4.75'',6' 5.5'',238,7' 1.5'',8' 9.5'',7.1,,
2006,12191,Tedric,Hill,SF-PF,6' 7.75'',6' 9'',236,7' 1'',8' 11'',7.3,,
2006,200812,Daniel,Horton,PG-SG,6' 0.5'',6' 2.25'',198,6' 7'',8' 0.5'',8.0,,
2006,200780,Solomon,Jones,PF-C,6' 8.5'',6' 9.75'',224,7' 4.75'',9' 1'',7.4,,
2006,200784,Bobby,Jones,SF-SG,6' 5.75'',6' 6.75'',211,6' 9.5'',8' 5.5'',8.0,,
2006,12192,Viktor,Keyru,SG-PG,6' 5.25'',6' 6'',202,6' 9.25'',8' 8'',5.5,,
2006,12193,Marco,Killingsworth,PF,6' 5.5'',6' 6.75'',266,7' 3'',8' 8'',19.0,,
2006,200814,Tarence,Kinsey,SF-SG,6' 4.75'',6' 5.5'',179,6' 6.75'',8' 4.5'',4.1,,
2006,12194,Carl,Krauser,PG,5' 11.75'',6' 0.75'',190,6' 6.25'',8' 1'',8.0,,
2006,200840,Chris,McCray,SG,6' 3'',6' 4'',187,6' 5.75'',8' 0.5'',9.6,,
2006,201019,Gerry,McNamara,PG-SG,5' 11.75'',6' 0.5'',177,6' 0.75'',7' 8.5'',12.8,,
2006,200822,Pops,Mensah-Bonsu,PF-C,6' 7.5'',6' 9'',232,7' 0'',8' 9.5'',5.8,,
2006,200859,Paul,Miller,PF-C,6' 8.5'',6' 9.25'',251,7' 0'',8' 5.5'',13.8,,
2006,200794,Paul,Millsap,PF,6' 6.25'',6' 7.25'',258,7' 1.5'',8' 9.5'',9.7,,
2006,201383,Dwayne,Mitchell,SG-SF,6' 2'',6' 3.25'',208,6' 6.5'',8' 2.5'',4.5,,
2006,200747,Adam,Morrison,SF,6' 6.5'',6' 7.75'',198,6' 10'',8' 9'',6.8,,
2006,12195,Yemi,Nicholson,PF-C,6' 7.75'',6' 9.5'',258,7' 4.25'',8' 11'',17.2,,
2006,200786,David,Noel,SF-SG,6' 4.5'',6' 6'',223,6' 9.5'',8' 4'',6.1,,
2006,200779,Steve,Novak,SF,6' 8'',6' 9.25'',216,6' 9.5'',8' 7'',8.1,,
2006,200753,Patrick,O'Bryant,C,6' 11'',7' 0'',249,7' 5.75'',9' 5'',10.0,,
2006,12196,Danilo,Pinnock,PG-SG,6' 2.75'',6' 4'',204,6' 7.5'',8' 4.5'',4.6,,
2006,200809,Chris,Quinn,PG-SG,6' 0.5'',6' 1.5'',175,6' 5'',7' 10'',5.9,,
2006,200810,Allan,Ray,SG,6' 1'',6' 2.25'',204,6' 8.5'',8' 3.5'',9.8,,
2006,200755,JJ,Redick,SG,6' 4'',6' 4.75'',190,6' 3.25'',8' 1.5'',7.0,,
2006,201015,Antywane,Robinson,SF-PF,6' 6.25'',6' 7.5'',217,7' 2.5'',8' 9.5'',6.9,,
2006,200750,Brandon,Roy,SG-SF,6' 5.25'',6' 6.25'',207,6' 8'',8' 5'',7.6,,
2006,-1,Blake,Schilb,PG-SG,6' 5.25'',6' 6.25'',209,6' 8.75'',8' 6'',11.3,,
2006,200754,Mouhamed,Sene,C,6' 11'',7' 0'',237,7' 8.5'',9' 5'',6.6,,
2006,200759,Cedric,Simmons,PF-C,6' 8.25'',6' 9.5'',223,7' 4.25'',9' 0.5'',5.6,,
2006,201201,Marcus,Slaughter,PF-SF,6' 7'',6' 8'',220,6' 11.5'',8' 8.5'',8.5,,
2006,200783,Craig,Smith,PF,6' 5.5'',6' 6.5'',259,6' 9.5'',8' 7.5'',12.2,,
2006,200848,Steven,Smith,SF-PF,6' 7.5'',6' 9.25'',238,7' 0.5'',8' 8'',7.8,,
2006,23033,Michael,Southhall,C,6' 9.5'',6' 10.25'',241,7' 4.25'',8' 11.5'',7.9,,
2006,12199,Frans,Steyn,C,7' 1.25'',7' 2.5'',280,7' 2.25'',9' 1'',12.8,,
2006,201028,Curtis,Stinson,SG,6' 1.75'',6' 2.75'',208,6' 5'',8' 1.5'',6.0,,
2006,200748,Tyrus,Thomas,PF-SF,6' 7.25'',6' 8.25'',217,7' 3'',9' 0'',5.6,,
2006,12200,Joah,Tucker,SF-SG,6' 3.75'',6' 5.25'',224,6' 6.5'',8' 3.5'',7.0,,
2006,12201,Ian,Vouyoukas,C-PF,6' 8.5'',6' 9.5'',267,7' 0.75'',9' 0.5'',14.8,,
2006,200827,Darius,Washington,PG,5' 11.5'',6' 1'',195,6' 4'',8' 0'',9.7,,
2006,201228,CJ,Watson,PG,6' 0.5'',6' 1.75'',171,6' 6'',8' 0'',5.2,,
2006,12203,Eric,Williams,C-PF,6' 7.25'',6' 8.75'',285,7' 4.25'',8' 10.5'',13.0,,
2006,200749,Shelden,Williams,PF-C,6' 7.5'',6' 8.5'',258,7' 4.25'',8' 8'',11.4,,
2006,200761,Shawne,Williams,SF-PF,6' 7.25'',6' 8.75'',227,7' 3'',8' 8'',8.0,,
2006,200766,Marcus,Williams,PG,6' 2'',6' 3.25'',215,6' 7'',8' 1.5'',12.4,,
2006,200818,Justin,Williams,C-PF,6' 7.25'',6' 8.75'',211,7' 1.5'',9' 1'',6.5,,
2006,202124,Curtis,Withers,PF-SF,6' 6'',6' 6.5'',227,6' 10'',8' 5'',5.0,,
2007,12204,Mohamed,Abukar,SF,6' 8'',6' 9.75'',210,6' 9'',8' 7'',8.9,,
2007,12205,Mario,Boggan,PF,6' 5'',6' 7'',240,7' 2'',8' 11'',9.2,,
2007,12206,Craig,Bradshaw,PF,6' 8'',6' 9.75'',240,7' 1.5'',8' 10.5'',12.1,,
2007,201147,Corey,Brewer,SF-SG,6' 6'',6' 7.75'',185,6' 8.25'',8' 7'',4.2,,
2007,201166,Aaron,Brooks,PG,5' 10'',5' 11.75'',161,6' 4'',7' 10'',2.7,,
2007,201628,Bobby,Brown,PG,5' 11'',6' 1.75'',170,6' 4'',7' 11.5'',6.6,,
2007,201469,Russell,Carter,SG,6' 3'',6' 4.5'',221,6' 8.5'',8' 1.5'',6.0,,
2007,12207,Coleman,Collins,PF,6' 8'',6' 9.75'',236,7' 2'',8' 11'',6.2,,
2007,201144,Mike,Conley,PG,5' 11'',6' 0.75'',175,6' 5.75'',7' 10.5'',4.2,,
2007,201161,Daequan,Cook,SG,6' 3'',6' 5.75'',203,6' 8.25'',8' 5.5'',7.0,,
2007,12208,Ryvon,Covile,C-PF,6' 7'',6' 8.5'',250,7' 1.25'',8' 11.5'',8.0,,
2007,201159,Javaris,Crittenton,PG,6' 3'',6' 4.75'',194,6' 5.5'',8' 2'',4.5,,
2007,201176,Jermareo,Davidson,PF,6' 9'',6' 11'',230,7' 4'',9' 1.5'',6.9,,
2007,12209,Justin,Doellman,PF,6' 8'',6' 9.5'',205,6' 8.75'',8' 9'',7.0,,
2007,12210,Zabian,Dowdell,PG,6' 1'',6' 3'',191,6' 10'',8' 4'',5.1,,
2007,201162,Jared,Dudley,SF,6' 5'',6' 7.25'',219,6' 7'',8' 6'',7.1,,
2007,201142,Kevin,Durant,SF-PF,6' 9'',6' 10.25'',215,7' 4.75'',9' 2'',6.6,,
2007,12211,Rashaun,Freeman,PF,6' 6'',6' 8'',244,6' 11.5'',8' 8'',11.5,,
2007,201189,Aaron,Gray,C,7' 0'',7' 1.75'',271,7' 3.25'',9' 0.5'',10.8,,
2007,12212,Caleb,Green,PF,6' 6'',6' 8'',238,6' 11.75'',8' 7'',10.9,,
2007,201145,Jeff,Green,SF,6' 7'',6' 9.5'',228,7' 1.25'',8' 7'',3.7,,
2007,201192,Taurean,Green,PG,5' 11'',6' 0.75'',173,6' 2.25'',8' 0'',4.6,,
2007,201150,Spencer,Hawes,PF,6' 10'',7' 0.75'',244,7' 0.5'',9' 2'',13.0,,
2007,12214,Brandon,Heath,PG,6' 2'',6' 3.75'',181,6' 7'',7' 10'',9.0,,
2007,201195,Herbert,Hill,C,6' 7'',6' 9.75'',232,7' 2.25'',9' 0.5'',5.6,,
2007,201143,Al,Horford,PF,6' 8'',6' 9.75'',246,7' 0.75'',8' 11'',9.1,,
2007,12215,Quinton,Hosley,SF-SG,6' 5'',6' 7.75'',215,6' 11.25'',8' 9'',5.7,,
2007,12216,James,Hughes,C,6' 9'',6' 10.75'',209,7' 3'',9' 3'',3.5,,
2007,12217,Jeremy,Hunt,SG,6' 2'',6' 4.75'',198,6' 8.25'',8' 5.5'',5.2,,
2007,12218,Ekene,Ibekwe,PF,6' 8'',6' 9'',208,7' 6'',8' 8'',3.2,,
2007,12219,Dominic,James,PG,5' 10'',5' 11.75'',175,6' 2'',7' 9'',4.8,,
2007,201234,Trey,Johnson,SG,6' 3'',6' 5.75'',216,6' 5'',8' 2'',5.4,,
2007,12220,Rashad,Jones-Jennings,PF,6' 6'',6' 7.5'',235,7' 0'',8' 9.5'',5.9,,
2007,201185,Jared,Jordan,PG,6' 0'',6' 1.75'',183,6' 0'',7' 10'',7.0,,
2007,201207,Coby,Karl,SG-PG,6' 3'',6' 4.75'',204,6' 11'',8' 3.5'',5.4,,
